"F1003_2","F1004","F1006_NAM","F1101_2","F2001_A","F2002","F2003","F2004","F2005","F2006","F2008","F2009","F2010_1","F2012","F2015","F2016","F2018","F2020","F3001","F3002_1","F3002_5","F3002_6_1","F3003","F3004_1","F3004_2","F3004_3","F3004_4","F3005_1","F3005_2","F3005_3","F3006","F3007_1","F3007_2","F3007_3","F3007_4","F3007_5","F3007_6","F3007_7","F3008_1","F3008_2","F3009","F3010","F3011_LH_PL","F3011_OUTGOV","F3012_1","F3013","F3014","F3015_LH","F3016_LH_PL","F3017","F3018_A","F3018_B","F3018_C","F3018_D","F3018_E","F3018_F","F3018_G","F3018_H","F3019_A","F3019_B","F3019_C","F3019_D","F3019_E","F3019_F","F3019_G","F3019_H","F3020_A","F3020_B","F3020_C","F3020_D","F3020_E","F3020_F","F3020_G","F3020_H","F3020_R","F3022","F3023_1","F3023_4","F3026","F3027","F3028_1","F3028_2","F3028_3","F3028_4"
"0000002265","SWE_2022","Sweden",1.346,22,1,8,4,0,6,9,9,1,1,752,0,14,4,2,3,2,7,2,1,4,4,4,5,5,4,8,2,2,2,2,2,2,3,2,2,5,1,752005,0,2,2,1,1,752005,5,99,99,99,99,99,99,99,99,8,5,9,1,9,6,2,7,4,9,8,1,5,8,3,6,6,1,0,9,3,2,3,3,3,1
"0000002292","SWE_2022","Sweden",0.8153,82,1,2,3,0,7,1,1,1,2,752,9,1,3,3,3,0,0,4,3,1,2,3,4,4,2,4,2,2,2,2,3,3,4,3,3,3,1,752003,0,1,1,2,1,752003,3,3,3,9,0,7,4,3,4,3,5,10,3,3,4,3,3,2,2,8,2,4,2,2,2,8,4,1,2,2,1,3,2,2,0
"0000002274","SWE_2022","Sweden",0.5283,76,0,7,1,0,7,1,2,5,1,752,1,1,3,2,7,4,0,1,1,1,5,3,5,5,5,9,1,2,1,2,2,2,3,2,2,4,1,752008,0,1,1,1,1,752008,5,6,4,8,3,7,7,5,9,8,4,9,3,8,99,6,8,3,10,8,0,5,9,2,7,7,2,0,9,2,2,3,3,3,0
"0000000087","SWE_2022","Sweden",0.9037,54,1,6,4,1,1,1,2,5,1,752,0,1,3,2,7,5,7,2,1,2,4,4,5,2,4,9,2,2,2,2,3,2,3,2,2,3,1,752001,1,1,2,1,1,752001,5,10,0,1,6,8,1,7,6,10,0,0,8,9,0,8,6,4,10,10,1,6,10,2,8,5,2,0,2,2,2,4,3,3,1
"0000000960","SWE_2022","Sweden",0.91,58,0,6,1,0,1,1,2,5,1,752,0,13,2,1,7,7,7,1,1,1,5,3,5,5,5,10,1,1,1,2,2,2,3,3,2,5,1,752003,0,2,1,1,1,752003,4,5,1,9,0,7,6,2,8,6,4,8,1,2,7,1,7,5,5,8,1,7,8,4,7,8,2,0,3,2,3,4,3,2,0
"0000002530","SWE_2022","Sweden",1.2661,34,1,6,4,0,5,1,2,2,2,752,0,5,1,3,2,1,7,5,2,5,5,2,5,5,5,9,3,3,3,3,3,2,2,2,2,4,1,752002,0,2,1,1,1,752006,2,3,10,5,2,5,10,7,3,10,9,5,5,5,8,5,5,9,9,9,0,4,9,2,4,9,1,1,2,3,3,4,2,2,1
"0000001397","SWE_2022","Sweden",1.0931,63,1,3,1,1,2,2,1,3,4,752,0,25,2,2,7,0,1,1,1,2,2,3,5,5,1,7,2,2,2,2,3,3,3,3,2,5,1,752006,0,2,1,1,1,752006,3,5,5,8,3,5,9,0,2,8,8,8,2,2,8,0,8,4,10,9,0,4,9,1,4,5,2,1,1,2,4,2,3,3,1
"0000002693","SWE_2022","Sweden",1.5176,44,1,5,1,0,5,2,1,1,1,752,0,12,2,2,4,7,7,2,1,3,3,4,2,4,3,7,3,4,4,2,3,4,3,4,2,4,99,999999,999999,9,5,3,1,999992,3,2,4,3,0,1,0,1,3,5,5,3,1,0,1,5,2,5,5,5,5,5,5,5,5,5,4,0,9,3,2,4,4,3,0
"0000001800","SWE_2022","Sweden",0.6191,66,1,6,1,1,7,2,2,1,1,900,9,14,9,2,7,6,2,2,1,1,4,5,9,9,9,99,9,9,9,9,9,9,9,9,9,4,99,999999,999999,9,9,2,1,752001,4,10,0,8,8,7,3,5,8,10,0,5,3,5,2,3,6,6,10,9,0,5,7,3,7,3,2,1,2,2,3,2,3,3,0
"0000000664","SWE_2022","Sweden",1.1901,57,1,4,1,1,1,1,2,5,1,752,1,1,3,2,7,6,7,2,1,2,5,4,5,5,5,9,2,2,1,1,3,2,3,2,2,4,1,752005,0,2,2,1,1,752008,4,6,0,7,1,9,5,5,9,8,0,6,2,9,5,2,7,4,10,9,0,7,9,3,7,7,2,0,2,3,2,2,2,3,1
"0000000167","SWE_2022","Sweden",1.0805,32,0,8,4,1,1,1,2,4,1,752,1,1,4,2,0,7,7,2,2,3,4,3,5,2,5,9,1,1,1,1,2,2,3,2,2,4,1,752003,0,2,1,1,1,752008,3,7,5,8,2,5,7,2,8,8,7,7,2,6,6,0,8,6,5,8,3,6,8,2,8,8,1,0,2,1,2,2,3,3,1
"0000002228","SWE_2022","Sweden",0.6234,77,0,4,1,0,7,1,2,9,1,752,0,18,1,9,4,0,0,2,1,3,5,3,5,5,5,10,1,1,1,1,2,2,4,2,2,3,1,752008,0,2,2,1,1,752005,5,5,1,7,5,7,3,8,9,7,5,5,7,5,5,7,9,3,10,10,0,5,8,3,8,7,1,0,2,2,3,3,1,3,1
"0000000458","SWE_2022","Sweden",0.9037,59,1,6,1,1,2,2,1,4,1,752,0,22,2,2,6,2,7,2,1,4,4,5,5,5,5,10,1,1,3,2,2,2,3,1,1,4,1,752001,1,1,2,1,1,752001,5,10,0,0,3,3,0,1,1,10,0,0,2,8,0,1,1,99,10,99,0,5,10,6,9,1,2,1,1,2,2,4,2,3,1
"0000002712","SWE_2022","Sweden",0.7541,78,0,2,1,0,7,1,2,2,1,752,0,17,2,2,7,4,0,2,1,2,2,3,4,5,5,10,2,2,3,2,3,2,4,4,2,2,1,752006,0,1,1,1,1,752006,2,3,7,8,3,1,9,0,5,2,9,9,6,0,10,0,6,0,9,10,0,2,8,0,4,8,2,1,2,2,2,3,3,3,0
"0000002480","SWE_2022","Sweden",1.1014,87,1,2,3,1,7,1,1,2,1,752,9,25,2,1,7,7,0,1,1,2,1,5,5,5,5,10,1,1,1,1,2,2,3,1,1,4,1,752001,1,1,1,1,1,752001,5,10,0,0,8,0,0,7,0,10,0,0,8,9,0,8,0,0,10,10,0,0,10,0,99,0,1,1,9,2,2,3,2,2,0
"0000000602","SWE_2022","Sweden",0.9037,56,1,6,2,1,1,1,2,3,2,752,0,7,2,3,1,2,2,2,1,2,2,5,2,2,5,7,3,4,3,2,4,4,4,3,3,5,1,999999,999999,9,5,2,1,999999,3,5,0,7,0,6,0,0,8,7,0,5,5,3,0,0,7,3,10,9,0,4,9,1,7,6,2,0,2,3,3,4,3,4,1
"0000001233","SWE_2022","Sweden",1.1407,25,1,8,4,1,5,1,2,2,1,752,0,1,4,3,1,4,6,1,1,1,4,3,4,2,4,7,2,2,2,1,2,2,3,3,2,5,1,752003,0,1,2,1,1,752003,4,6,2,8,1,2,4,0,4,5,5,5,5,5,4,2,5,4,9,7,1,4,8,3,6,6,2,0,2,2,2,3,3,4,1
"0000001605","SWE_2022","Sweden",1.275,32,0,5,4,1,1,2,2,2,1,752,1,5,2,4,0,0,0,5,1,1,3,3,3,3,2,7,3,3,2,1,4,2,3,2,2,4,0,999999,999999,9,1,2,1,752005,4,7,3,5,5,6,5,5,6,7,3,3,5,6,4,5,5,2,10,6,1,5,8,3,4,4,2,0,9,3,2,3,3,4,1
"0000002562","SWE_2022","Sweden",0.7489,80,1,3,1,0,7,4,2,2,3,752,0,24,2,3,7,2,0,3,1,1,2,4,3,9,9,8,2,3,2,2,2,2,3,2,2,3,1,752003,0,2,2,1,1,752003,4,2,3,9,2,6,5,3,4,8,6,8,5,8,6,6,5,5,1,9,1,1,1,1,6,5,2,0,2,3,3,3,2,1,0
"0000002513","SWE_2022","Sweden",1.1014,83,1,5,1,9,99,9,9,9,3,752,0,8,9,1,7,0,0,3,1,3,3,1,5,5,5,8,2,2,2,2,3,3,4,2,2,9,1,752001,1,2,2,1,1,752005,5,10,0,2,2,9,6,6,7,10,0,2,2,10,3,0,6,99,99,99,99,99,99,99,99,99,2,1,2,3,9,2,9,2,0
"0000001344","SWE_2022","Sweden",1.2661,38,1,7,1,0,5,2,1,1,4,901,9,18,3,2,4,2,2,3,3,3,3,3,2,3,2,9,3,3,3,3,4,4,3,3,2,4,1,999999,999999,9,2,1,1,752001,5,6,8,8,3,4,8,5,6,6,8,7,6,4,6,99,99,0,8,5,0,0,6,0,99,7,2,0,9,3,2,4,4,5,1
"0000001792","SWE_2022","Sweden",0.5247,73,1,8,1,0,7,1,1,3,1,752,0,3,4,3,3,7,7,2,1,2,2,3,5,2,3,7,2,2,2,2,2,2,2,2,1,4,1,999999,999999,9,1,3,1,999999,4,8,0,8,0,8,5,0,8,8,0,8,0,8,5,0,8,5,10,6,0,5,2,2,5,6,2,0,9,2,3,3,3,3,1
"0000001394","SWE_2022","Sweden",1.0931,61,1,5,3,0,2,2,1,1,1,752,0,3,2,3,1,0,0,3,1,1,1,3,3,3,2,6,3,3,3,3,3,3,4,4,4,5,1,999999,999999,9,1,1,1,999999,1,0,10,10,0,0,10,0,0,0,10,10,0,0,10,0,0,0,10,10,0,0,10,0,5,10,2,0,9,3,3,4,3,3,1
"0000000320","SWE_2022","Sweden",1.073,34,1,8,1,1,2,1,1,9,1,752,0,14,4,2,0,7,7,2,1,1,5,4,5,3,2,7,2,3,2,2,3,2,3,3,3,4,1,752007,0,2,2,2,1,752004,4,4,0,0,8,6,0,8,2,7,0,0,6,7,0,7,5,4,9,8,1,8,8,4,7,2,2,0,2,3,3,3,3,3,1
"0000002282","SWE_2022","Sweden",0.7541,73,0,3,4,1,7,1,2,3,1,752,0,22,2,3,7,2,7,1,1,1,2,3,2,2,3,8,2,2,2,2,3,3,3,2,2,4,1,999999,999999,9,2,1,1,999999,4,3,3,7,2,5,5,1,5,3,3,5,3,3,5,1,5,5,6,7,1,5,6,5,7,7,2,0,3,2,3,2,3,3,0
"0000002749","SWE_2022","Sweden",0.7658,49,1,8,1,0,6,1,2,5,2,752,0,12,3,2,5,0,7,1,1,1,5,5,5,5,5,9,2,2,2,2,2,1,3,2,1,5,1,752008,0,1,2,1,1,999999,5,6,3,9,3,9,7,7,10,9,8,8,8,8,7,8,8,4,4,10,0,6,10,5,8,8,1,1,3,2,2,3,3,3,1
"0000001335","SWE_2022","Sweden",0.7489,67,1,3,1,1,7,2,1,3,3,752,0,13,1,1,7,7,7,2,2,1,2,4,4,2,2,99,2,2,1,1,2,3,3,2,2,4,1,752001,1,1,1,1,1,752001,3,9,4,6,5,6,6,7,6,10,4,7,7,6,2,7,7,3,8,8,1,5,8,4,7,4,2,1,2,2,2,2,3,3,1
"0000002683","SWE_2022","Sweden",0.9037,59,1,6,1,0,10,1,1,3,9,752,0,1,3,2,7,6,2,1,1,2,5,3,5,2,2,10,1,1,1,1,1,2,3,2,2,4,1,752002,0,2,2,1,1,752003,5,4,10,9,0,6,7,1,7,8,10,9,0,5,9,0,7,3,10,10,0,5,8,1,8,10,2,1,2,2,2,2,2,3,1
"0000000976","SWE_2022","Sweden",0.91,60,0,3,1,0,2,4,2,3,1,752,0,9,2,1,3,1,7,2,2,2,5,4,5,2,4,8,2,2,2,1,3,2,4,2,2,3,1,752007,0,1,1,2,1,752001,4,8,0,1,9,6,0,10,4,9,0,1,9,7,0,9,3,5,10,9,1,6,10,3,7,2,4,1,3,3,2,3,3,4,1
"0000000332","SWE_2022","Sweden",1.1984,48,0,8,1,9,1,4,2,4,1,752,0,12,1,2,1,6,7,1,2,3,2,1,2,2,2,2,3,3,3,3,3,3,3,3,2,4,1,752003,0,1,2,3,1,752003,3,5,2,9,1,5,7,0,7,6,6,8,6,2,7,1,7,3,5,8,1,5,9,2,7,8,4,1,2,2,2,4,4,3,1
"0000001968","SWE_2022","Sweden",1.0396,87,1,3,2,0,7,1,2,1,3,752,9,12,1,2,7,0,0,2,1,2,3,3,5,5,3,10,2,2,2,1,3,2,9,2,2,2,1,752001,1,1,2,1,1,752001,4,10,99,4,3,5,99,4,5,10,0,5,3,99,0,5,5,99,1,99,10,5,10,3,99,99,2,0,2,2,2,2,2,2,0
"0000001581","SWE_2022","Sweden",0.7541,70,0,4,1,0,7,1,1,1,1,752,0,17,2,2,4,99,99,1,1,9,9,9,9,1,9,6,3,3,3,2,2,3,3,4,4,4,1,752002,0,1,1,1,1,752002,5,4,10,4,2,0,3,0,99,0,99,5,2,0,2,0,0,0,10,7,0,0,3,0,5,10,4,1,1,2,3,3,3,2,1
"0000000189","SWE_2022","Sweden",0.7712,51,0,7,1,1,1,1,2,5,1,752,0,14,1,4,1,1,5,2,1,2,4,5,5,3,2,9,2,1,1,1,3,4,4,1,2,5,1,752001,1,1,4,1,1,752001,4,9,0,7,3,7,5,2,5,99,99,99,99,99,99,99,99,4,9,8,8,4,6,5,99,5,2,0,9,3,4,5,4,3,1
"0000002145","SWE_2022","Sweden",1.1901,58,1,5,1,0,1,4,2,3,3,752,0,5,2,3,2,0,7,2,2,1,1,4,5,5,4,9,1,2,3,2,3,1,3,2,2,4,1,752003,0,1,1,1,1,999999,4,6,9,10,5,5,8,5,8,99,9,10,99,99,99,99,99,1,8,10,0,9,9,1,9,10,2,0,2,2,1,2,3,5,1
"0000001424","SWE_2022","Sweden",1.0805,27,0,4,4,0,6,2,1,2,3,752,1,1,3,3,2,7,7,2,2,3,2,1,3,2,5,5,2,2,4,1,4,3,3,4,3,3,1,752002,0,1,2,3,1,752002,4,0,10,10,0,0,10,0,5,0,10,10,0,0,10,0,5,3,10,10,0,1,10,0,5,10,4,0,3,3,4,4,3,3,0
"0000002249","SWE_2022","Sweden",0.7489,90,1,2,2,1,7,2,1,1,1,752,9,19,2,2,7,0,0,2,1,1,2,3,3,3,4,5,3,3,4,2,3,3,4,2,2,3,1,999999,999999,9,2,3,1,999999,3,7,0,7,7,7,0,7,7,8,0,8,8,8,0,8,8,5,10,10,5,5,10,5,5,5,2,0,9,3,4,3,3,3,8
"0000001214","SWE_2022","Sweden",1.0469,67,0,3,1,0,7,2,2,2,1,752,0,4,1,2,7,0,0,2,1,1,2,2,5,5,5,7,2,3,3,2,3,2,4,2,2,4,1,752001,1,2,2,2,1,752001,4,8,0,3,0,5,3,5,3,9,0,1,0,7,3,5,7,3,10,7,0,4,6,2,5,4,2,0,9,3,1,4,3,3,1
"0000002287","SWE_2022","Sweden",1.1092,71,0,2,1,1,7,2,2,2,2,752,0,13,1,3,2,0,0,2,1,2,2,2,3,3,3,5,3,3,4,3,3,3,4,3,3,5,1,752001,1,2,2,3,1,752001,4,8,5,5,5,5,5,5,5,10,5,6,5,5,5,5,5,0,5,10,0,6,9,6,0,4,2,1,2,2,2,2,3,4,1
"0000000676","SWE_2022","Sweden",1.0805,35,0,8,1,0,1,1,2,5,2,752,0,1,3,3,5,7,7,1,1,1,5,5,5,3,5,10,2,2,1,1,3,3,4,3,2,5,1,752008,0,2,2,1,1,752005,5,7,0,7,0,6,7,2,8,8,3,7,0,5,6,0,5,3,10,9,0,5,8,1,6,6,1,0,3,4,2,4,1,3,1
"0000002835","SWE_2022","Sweden",0.821,81,0,6,2,0,7,2,2,1,6,900,9,1,3,1,7,0,0,2,1,1,1,5,5,3,3,10,2,2,3,2,3,4,3,2,2,2,0,999999,999999,9,9,1,0,999999,3,7,7,7,5,5,5,0,5,6,6,6,2,1,5,0,5,5,6,6,2,2,5,0,4,6,2,0,2,2,3,2,1,2,8
"0000000030","SWE_2022","Sweden",0.7712,43,0,8,1,0,1,1,2,5,1,752,0,1,4,2,1,7,7,1,1,1,2,5,3,2,1,9,2,2,2,1,3,1,3,2,1,3,1,752001,1,1,1,1,1,752003,5,10,0,6,5,9,0,8,7,10,0,4,8,10,0,8,7,3,10,9,0,4,10,3,7,4,1,0,2,2,2,2,2,2,0
"0000002232","SWE_2022","Sweden",0.7541,77,0,2,1,1,7,1,2,3,2,752,0,19,2,1,7,7,7,1,1,5,5,1,5,5,5,10,2,1,2,1,2,2,4,2,1,3,1,752001,1,1,1,1,1,752001,5,10,0,0,7,7,0,7,0,10,0,0,7,7,0,5,0,0,10,10,0,6,10,4,10,0,1,1,1,3,1,2,2,3,0
"0000001848","SWE_2022","Sweden",1.0469,72,0,2,1,0,7,4,2,1,2,752,0,8,1,3,7,0,1,2,1,5,5,5,5,5,2,5,2,2,2,2,2,2,3,2,2,3,1,752001,1,2,2,2,1,752001,4,8,4,2,3,4,3,5,2,9,6,1,4,4,2,3,3,2,9,9,2,3,10,1,10,7,2,0,9,2,2,2,2,3,1
"0000002658","SWE_2022","Sweden",1.1014,84,1,2,4,0,7,2,1,1,1,752,0,5,1,3,1,0,0,4,4,4,2,3,3,3,3,3,3,9,9,9,9,9,9,2,2,2,1,752005,0,4,4,3,1,752005,2,99,99,99,99,10,99,99,99,6,99,99,99,99,99,99,99,99,99,99,99,6,99,99,99,99,4,0,2,2,1,2,3,3,0
"0000002661","SWE_2022","Sweden",0.821,81,0,5,1,0,7,1,2,4,1,752,0,21,2,1,0,7,99,1,1,1,4,2,9,9,1,5,3,3,3,3,3,4,3,4,4,5,1,752002,0,1,1,2,1,752003,3,0,8,8,0,0,8,0,3,0,7,7,6,0,6,0,6,1,5,7,1,1,7,1,5,7,4,1,3,2,2,5,5,3,1
"0000000989","SWE_2022","Sweden",0.91,62,0,6,1,1,1,1,2,5,2,752,0,1,3,2,0,99,0,1,1,2,5,5,5,2,2,9,2,2,2,2,2,2,4,2,2,4,1,752001,1,2,2,2,1,752005,5,6,0,5,4,6,3,6,5,7,2,2,2,4,4,6,5,4,9,8,2,7,8,2,6,6,2,0,9,3,2,3,3,3,1
"0000001197","SWE_2022","Sweden",1.1901,45,1,8,1,0,1,1,2,5,1,752,0,25,2,1,7,3,0,4,1,1,5,4,2,2,2,10,3,3,2,1,3,2,3,4,4,5,1,752002,0,1,1,1,1,752003,1,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,10,0,10,10,1,1,1,1,4,5,2,2,1
"0000001582","SWE_2022","Sweden",1.1008,52,0,3,1,0,1,2,2,5,1,752,0,14,3,2,1,3,7,3,2,2,2,2,5,5,5,7,2,2,3,2,3,3,3,3,2,4,1,752002,0,2,2,2,1,752002,4,5,9,9,2,2,8,1,2,7,9,9,2,2,8,1,2,3,9,9,0,5,8,1,7,8,2,0,9,3,2,2,2,4,1
"0000000151","SWE_2022","Sweden",1.073,38,1,9,1,1,1,1,1,5,1,752,0,1,4,1,7,7,7,1,1,1,3,3,5,5,2,9,1,1,1,2,2,3,4,4,4,4,1,752003,0,1,1,2,1,752003,5,99,99,99,99,99,99,99,99,0,10,10,0,10,10,0,10,3,5,8,0,6,10,0,7,8,2,1,1,2,2,4,3,3,1
"0000002290","SWE_2022","Sweden",0.6191,76,1,7,1,0,7,2,1,3,1,752,0,14,1,1,7,7,0,2,1,9,5,5,5,5,5,7,1,1,1,2,2,2,4,2,2,1,1,752001,1,1,2,1,1,752001,5,10,0,6,8,6,1,8,5,10,1,3,4,4,1,9,3,0,10,10,0,6,10,2,8,0,2,1,1,3,4,2,2,3,1
"0000002291","SWE_2022","Sweden",0.821,84,0,5,1,9,99,9,9,9,9,752,9,14,9,2,6,0,0,1,1,2,5,3,9,9,9,99,9,9,9,9,9,9,9,9,9,9,99,999999,999999,9,9,1,1,752006,2,1,7,9,0,2,10,0,5,1,6,9,0,2,10,0,7,99,5,99,0,2,10,99,7,8,2,0,2,1,9,3,9,2,0
"0000000689","SWE_2022","Sweden",0.7658,48,1,7,4,1,1,1,1,5,1,752,0,5,2,3,2,6,6,2,1,1,5,4,5,4,4,8,2,2,2,2,2,2,2,2,2,2,1,752001,1,1,1,1,1,999999,5,9,0,7,7,8,7,8,7,9,0,4,5,8,5,5,5,3,10,7,0,5,8,2,10,4,2,0,2,2,2,5,3,3,0
"0000000213","SWE_2022","Sweden",0.7658,44,1,8,3,1,1,1,2,2,2,752,0,14,4,2,5,1,7,3,1,1,5,5,5,4,4,7,2,2,2,1,3,1,4,2,2,4,1,752004,0,2,2,1,1,752004,4,8,0,99,99,6,0,8,1,9,0,99,99,9,0,8,0,4,8,8,2,5,9,3,7,2,2,1,2,3,3,3,3,3,1
"0000000367","SWE_2022","Sweden",0.91,56,0,7,1,1,1,9,2,5,1,752,9,1,3,2,5,5,7,1,1,4,5,3,5,5,3,8,2,2,3,2,3,4,4,4,4,5,1,752003,0,1,1,3,1,752003,4,6,9,9,0,0,7,0,7,9,10,9,99,7,0,9,6,5,10,9,0,2,8,2,5,7,2,0,2,2,3,3,4,4,1
"0000001066","SWE_2022","Sweden",1.0931,55,1,4,4,1,1,9,1,1,1,752,0,1,3,2,7,7,7,2,1,3,3,2,5,5,5,8,3,9,2,2,2,3,2,4,3,3,1,752003,0,2,2,1,1,752002,4,1,10,9,0,0,9,0,8,5,10,9,0,0,9,0,0,0,10,10,0,4,10,0,10,6,2,0,9,2,2,2,2,1,1
"0000000490","SWE_2022","Sweden",0.7712,49,0,8,1,1,1,1,1,4,1,752,0,12,2,1,3,7,4,1,1,1,5,3,4,4,5,8,2,2,3,2,3,3,3,3,2,4,1,752003,0,9,1,2,1,752001,5,6,5,7,0,3,5,0,6,6,5,7,2,4,4,1,7,6,6,9,0,4,8,1,7,7,2,1,2,2,2,3,3,3,1
"0000002293","SWE_2022","Sweden",0.7489,76,1,4,1,0,7,1,1,1,2,752,0,8,2,2,6,4,2,2,1,1,2,3,2,2,1,9,2,2,2,2,2,2,3,2,2,3,1,752008,0,2,2,1,1,752001,4,9,5,7,5,5,7,6,9,10,5,6,6,6,7,6,8,5,8,8,1,6,7,4,6,6,1,1,2,2,1,2,2,3,8
"0000000761","SWE_2022","Sweden",1.1984,52,0,3,1,0,1,4,2,5,2,752,0,12,1,2,3,6,1,1,1,1,5,3,5,5,3,10,2,2,2,2,2,2,4,2,1,5,1,752008,0,1,1,1,1,752003,5,3,2,6,0,2,7,0,7,7,7,6,6,5,7,3,6,0,0,10,0,10,10,0,10,10,1,0,2,1,3,3,3,2,0
"0000002294","SWE_2022","Sweden",0.5283,74,0,8,1,1,7,1,1,4,2,752,0,21,1,2,7,1,0,2,1,1,4,3,5,4,4,10,2,2,1,2,2,2,4,2,2,3,1,752005,0,1,1,1,1,752008,4,5,0,8,1,9,5,6,9,8,1,7,3,10,2,5,6,5,10,9,0,9,10,5,8,6,1,0,3,2,2,3,3,3,0
"0000000724","SWE_2022","Sweden",0.7658,62,1,8,3,9,1,9,9,9,9,752,0,1,9,3,4,0,1,2,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,9,9,9,1,999999,999999,9,9,9,99,999999,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9
"0000000285","SWE_2022","Sweden",0.5247,67,1,8,2,9,7,1,1,1,1,752,0,18,1,1,7,4,7,2,1,5,5,5,5,5,1,10,1,1,2,1,2,2,3,2,1,4,1,752001,1,1,2,1,1,752001,5,10,0,1,8,5,1,6,3,10,0,0,5,6,0,4,3,2,10,10,0,5,10,4,7,1,2,1,1,3,2,4,2,3,1
"0000002798","SWE_2022","Sweden",0.5247,84,1,8,1,1,7,1,1,3,1,752,9,14,1,2,7,3,7,1,1,1,2,2,4,2,2,8,2,2,2,2,3,2,3,3,2,4,1,752008,0,4,4,1,1,752008,3,7,4,7,1,6,7,6,8,10,7,5,2,6,7,3,7,2,9,8,0,7,8,1,7,7,2,1,2,1,1,3,2,3,0
"0000000091","SWE_2022","Sweden",0.7658,51,1,8,1,1,1,4,2,5,2,752,0,14,1,2,0,0,7,1,1,1,4,5,5,5,4,8,1,1,1,1,2,1,3,2,1,3,1,752007,0,1,4,1,1,752005,5,8,0,5,2,10,2,8,2,10,0,2,2,10,2,8,2,4,5,8,0,7,8,2,6,5,2,1,2,3,3,2,3,3,1
"0000001456","SWE_2022","Sweden",0.821,69,0,5,1,1,2,4,2,3,3,752,0,14,1,2,0,3,5,1,1,1,5,5,5,5,5,9,1,1,1,3,2,2,2,3,3,4,1,752003,0,1,1,1,1,752002,4,2,7,7,0,3,6,0,0,6,8,7,0,0,7,0,6,4,9,8,0,4,8,0,6,8,1,1,2,2,2,3,3,3,1
"0000000353","SWE_2022","Sweden",0.5409,73,0,9,2,0,2,1,1,3,2,752,0,1,4,1,0,7,1,1,1,1,5,3,5,5,4,9,1,2,1,2,3,2,3,3,3,4,1,752003,0,1,1,1,1,752006,5,1,4,10,0,3,9,0,7,4,5,9,0,2,8,0,8,2,8,9,0,5,9,1,7,8,2,1,2,2,2,2,4,3,0
"0000001136","SWE_2022","Sweden",1.275,36,0,5,4,1,1,1,2,2,1,752,0,12,2,1,5,4,5,2,1,4,3,1,5,3,4,8,3,1,2,1,3,1,4,2,2,4,1,752007,0,2,4,2,1,752004,4,9,0,0,10,4,0,10,0,9,0,0,9,5,0,10,1,5,10,10,1,6,10,3,8,2,2,0,1,3,2,3,3,3,1
"0000001648","SWE_2022","Sweden",1.1008,59,0,3,1,1,1,2,2,5,1,752,0,6,2,2,6,0,0,2,1,1,3,3,5,5,5,9,2,2,2,2,2,3,3,3,2,3,1,752002,0,2,2,1,1,752002,3,8,8,8,8,2,7,0,2,6,8,8,8,0,5,0,5,6,99,8,2,6,8,4,6,6,2,0,9,4,4,3,3,3,1
"0000000309","SWE_2022","Sweden",1.073,29,1,7,4,1,1,2,1,3,1,752,0,17,2,4,1,6,7,3,1,2,5,5,3,3,3,6,2,3,2,1,3,2,4,2,3,5,1,999999,999999,9,2,1,1,752001,4,10,0,0,9,8,0,8,0,8,9,0,7,10,0,6,0,2,10,10,0,3,10,2,7,2,2,0,3,3,3,3,4,2,1
"0000001139","SWE_2022","Sweden",1.1901,47,1,4,4,1,1,1,1,2,1,752,0,18,1,4,2,99,99,3,1,1,2,3,5,2,2,8,3,2,1,1,3,3,4,3,3,5,1,752002,0,1,2,2,1,752001,4,7,9,7,5,5,3,0,5,6,10,2,8,2,0,5,9,2,8,9,5,5,9,9,5,6,2,1,2,3,3,3,3,2,1
"0000000466","SWE_2022","Sweden",1.073,29,1,7,3,1,1,2,1,2,1,752,0,24,1,3,0,0,0,4,1,2,3,3,5,3,3,7,3,3,3,2,3,2,3,2,2,3,99,999999,999999,9,4,3,1,752004,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99,99,99,99,99,99,99,99,99,2,0,9,3,3,4,3,2,1
"0000001060","SWE_2022","Sweden",1.1901,57,1,5,4,0,1,1,2,5,2,752,0,8,1,3,3,7,7,3,1,1,4,5,3,2,3,8,2,2,2,2,2,1,3,2,2,5,99,999999,999999,9,1,5,1,999999,4,5,5,5,5,5,5,5,99,5,5,5,5,5,5,5,5,4,10,9,0,5,8,5,6,5,2,0,3,2,2,3,3,3,1
"0000000670","SWE_2022","Sweden",1.1984,46,0,6,4,1,1,1,1,4,1,752,0,22,4,1,0,7,3,1,1,1,3,1,2,4,3,1,2,3,2,2,4,4,3,4,4,4,99,999999,999999,9,4,4,1,999999,5,2,5,7,0,0,6,0,5,2,7,7,0,0,7,0,5,2,3,8,0,6,8,0,8,7,4,0,3,2,4,3,3,2,1
"0000000684","SWE_2022","Sweden",0.7712,47,0,8,4,1,1,1,4,3,4,752,0,4,2,1,1,7,7,1,1,1,5,5,5,5,4,10,1,4,1,1,3,1,3,9,2,4,1,752007,0,1,5,1,1,752007,5,7,0,1,6,8,0,10,1,9,0,1,4,9,0,10,0,2,99,99,1,9,99,5,99,7,1,1,2,3,1,4,3,3,1
